root,1,Coding,2021-10-01 00:00:00.1
root,2,Read,2021-10-01 00:00:00.1
root,2,Read,2021-10-02 00:00:00.1
root,2,Read,2021-10-03 00:00:00.1
root,1,Coding,2021-10-04 00:00:00.1
root,2,Read,2021-10-04 00:00:00.1
root,1,Coding,2021-10-05 00:00:00.1
root,2,Read,2021-10-05 00:00:00.1
root,1,Coding,2021-10-06 00:00:00.1
root,2,Read,2021-10-06 00:00:00.1
root,1,Coding,2021-10-07 00:00:00.1
root,2,Read,2021-10-07 00:00:00.1
root,1,Coding,2021-10-08 00:00:00.1
root,2,Read,2021-10-08 00:00:00.1
root,4,Investing,2021-10-08 00:00:00.1
root,2,Read,2021-10-09 00:00:00.1
root,2,Read,2021-10-10 00:00:00.1
root,1,Coding,2021-10-11 00:00:00.1
root,2,Read,2021-10-11 00:00:00.1
root,1,Coding,2021-10-12 00:00:00.1
root,2,Read,2021-10-12 00:00:00.1
root,1,Coding,2021-10-13 00:00:00.1
root,2,Read,2021-10-13 00:00:00.1
root,1,Coding,2021-10-14 00:00:00.1
root,2,Read,2021-10-14 00:00:00.1
root,1,Coding,2021-10-15 00:00:00.1
root,2,Read,2021-10-15 00:00:00.1
root,4,Investing,2021-10-15 00:00:00.1
root,3,Hike,2021-10-15 00:00:00.1
root,2,Read,2021-10-16 00:00:00.1
root,2,Read,2021-10-17 00:00:00.1
root,1,Coding,2021-10-18 00:00:00.1
root,2,Read,2021-10-18 00:00:00.1
root,1,Coding,2021-10-19 00:00:00.1
root,2,Read,2021-10-19 00:00:00.1
root,1,Coding,2021-10-20 00:00:00.1
root,2,Read,2021-10-20 00:00:00.1
root,1,Coding,2021-10-21 00:00:00.1
root,2,Read,2021-10-21 00:00:00.1
root,1,Coding,2021-10-22 00:00:00.1
root,2,Read,2021-10-22 00:00:00.1
root,4,Investing,2021-10-22 00:00:00.1
root,3,Hike,2021-10-22 00:00:00.1
root,2,Read,2021-10-25 00:00:00.1
root,1,Coding,2021-10-26 00:00:00.1
root,2,Read,2021-10-26 00:00:00.1
root,1,Coding,2021-10-27 00:00:00.1
root,2,Read,2021-10-27 00:00:00.1
root,1,Coding,2021-10-28 00:00:00.1
root,2,Read,2021-10-28 00:00:00.1
root,1,Coding,2021-10-29 00:00:00.1
root,2,Read,2021-10-29 00:00:00.1
root,4,Investing,2021-10-29 00:00:00.1
root,3,Hike,2021-10-29 00:00:00.1
